"truth_id","truth_structure","alpha","sigma","n","minimum","median","mean","maximum"
"cluster_a50","cluster",0.5,0.2,50,12.7539523859082,13.0670184304507,13.0710281438495,13.3076118877628
"cluster_a50","cluster",0.5,0.5,50,2.04063238174531,2.09072294887212,2.09136450301592,2.12921790204205
"cluster_a90","cluster",0.9,0.2,50,13.7510821412901,13.8136953501986,13.8144972928784,13.861814041661
"cluster_a90","cluster",0.9,0.5,50,2.20017314260642,2.21019125603178,2.21031956686054,2.21789024666577
"coordinate_a50","coordinate",0.5,0.2,50,11.4702394596563,12.1083462267681,12.0897340597476,12.7433387036335
"coordinate_a50","coordinate",0.5,0.5,50,1.83523831354501,1.93733539628289,1.93435744955961,2.03893419258136
"coordinate_a90","coordinate",0.9,0.2,50,11.8806312833827,12.1134475772121,12.1101808138666,12.4286570555101
"coordinate_a90","coordinate",0.9,0.5,50,1.90090100534124,1.93815161235393,1.93762893021865,1.98858512888161
