"replication","truth_id","truth_structure","alpha","sigma","overall_signal_ms","deviation_signal_ms","overall_signal_rms","deviation_signal_rms","snr_overall","snr_dev"
4,"cluster_a90","cluster",0.9,0.2,0.552584844845565,0.398234844845565,0.743360507994314,0.631058511427875,13.8146211211391,9.95587112113912
4,"cluster_a90","cluster",0.9,0.5,0.552584844845565,0.398234844845565,0.743360507994314,0.631058511427875,2.21033937938226,1.59293937938226
5,"coordinate_a50","coordinate",0.5,0.2,0.497301539398461,0.342951539398461,0.705196099959764,0.585620644614294,12.4325384849615,8.57378848496152
5,"coordinate_a50","coordinate",0.5,0.5,0.497301539398461,0.342951539398461,0.705196099959764,0.585620644614294,1.98920615759384,1.37180615759384
5,"coordinate_a90","coordinate",0.9,0.2,0.493196640450786,0.338846640450786,0.702279602758606,0.582105351676813,12.3299160112696,8.47116601126965
5,"coordinate_a90","coordinate",0.9,0.5,0.493196640450786,0.338846640450786,0.702279602758606,0.582105351676813,1.97278656180314,1.35538656180314
5,"cluster_a50","cluster",0.5,0.2,0.519607589226931,0.365257589226931,0.720838115825551,0.604365443442071,12.9901897306733,9.13143973067328
5,"cluster_a50","cluster",0.5,0.5,0.519607589226931,0.365257589226931,0.720838115825551,0.604365443442071,2.07843035690772,1.46103035690772
5,"cluster_a90","cluster",0.9,0.2,0.551933184409725,0.397583184409725,0.742922058098779,0.630541976722982,13.7983296102431,9.93957961024313
5,"cluster_a90","cluster",0.9,0.5,0.551933184409725,0.397583184409725,0.742922058098779,0.630541976722982,2.2077327376389,1.5903327376389
6,"coordinate_a50","coordinate",0.5,0.2,0.486434969631301,0.332084969631301,0.697448901089751,0.576268140392388,12.1608742407825,8.30212424078252
6,"coordinate_a50","coordinate",0.5,0.5,0.486434969631301,0.332084969631301,0.697448901089751,0.576268140392388,1.9457398785252,1.3283398785252
6,"coordinate_a90","coordinate",0.9,0.2,0.48586914825874,0.33151914825874,0.697043146626334,0.575776995249672,12.1467287064685,8.28797870646851
6,"coordinate_a90","coordinate",0.9,0.5,0.48586914825874,0.33151914825874,0.697043146626334,0.575776995249672,1.94347659303496,1.32607659303496
6,"cluster_a50","cluster",0.5,0.2,0.524582686303141,0.370232686303141,0.724280806250684,0.608467489931172,13.1145671575785,9.25581715757851
