"graph","attempted","jointly_successful","paired_mise_nodewise","paired_mise_network","mise_ratio_network_vs_nodewise","relative_improvement_percent","mean_paired_improvement","paired_mcse","lower_two_mcse","upper_two_mcse","win_rate"
"queen",200,200,0.0337563110595818,0.029270647709186,0.867116304785843,13.2883695214157,0.00448566335039576,0.000141502832454741,0.00420265768548627,0.00476866901530524,1
"rook",200,200,0.0337563110595818,0.0292293097008713,0.865891703903306,13.4108296096694,0.00452700135871051,0.000140533733410491,0.00424593389188953,0.00480806882553149,1
